,Буллиты,Дата,Команда_1,Команда_2,Номер,Овертайм,Период_1,Период_2,Период_3
560,:,2014-12-28,Металлург Мг,Ак Барс,562,:,1:1,0:1,1:1
561,1:0,2014-12-28,Лада,Югра,563,0:0,1:1,0:1,2:1
562,:,2014-12-28,Локомотив,Северсталь,564,:,1:0,1:1,0:0
563,:,2014-12-28,ЦСКА,ХК Сочи,566,:,1:0,2:3,2:0
564,:,2014-12-28,СКА,Динамо Мск,567,:,0:0,0:1,1:1
565,:,2014-12-29,Атлант,Динамо Р,568,:,0:1,0:2,2:0
566,:,2014-12-29,Динамо Мн,Витязь,569,:,1:2,2:0,2:2
567,:,2014-12-30,Металлург Нк,Адмирал,570,:,1:2,0:1,0:1
568,:,2014-12-30,Сибирь,Амур,571,:,4:0,2:2,0:0
569,:,2014-12-30,Барыс,Трактор,572,:,1:1,1:1,2:0
570,:,2014-12-30,Ак Барс,Югра,573,:,2:0,0:1,1:1
571,:,2014-12-30,Локомотив,ХК Сочи,574,:,0:0,3:1,1:1
572,0:1,2014-12-30,Северсталь,Торпедо НН,575,0:0,0:1,0:1,2:0
573,0:1,2015-01-03,Автомобилист,Нефтехимик,576,0:0,0:0,1:2,1:0
574,:,2015-01-03,Металлург Мг,Лада,577,:,0:0,2:0,0:0
575,:,2015-01-03,Йокерит,Динамо Мн,579,:,3:1,0:1,2:0
576,:,2015-01-04,Медвешчак,Слован,580,:,0:2,3:2,2:0
577,:,2015-01-05,Металлург Нк,Салават Юлаев,581,:,1:3,1:1,3:0
578,:,2015-01-05,Сибирь,Авангард,582,:,1:0,2:0,1:0
579,:,2015-01-05,Металлург Мг,Нефтехимик,583,:,0:1,1:0,0:2
580,:,2015-01-05,Трактор,Югра,584,:,1:1,1:0,3:1
581,:,2015-01-05,Ак Барс,Лада,585,:,1:0,0:0,2:0
582,:,2015-01-05,Атлант,Динамо Мн,586,:,1:0,1:3,0:1
583,0:1,2015-01-05,Северсталь,Локомотив,587,0:0,1:1,0:0,0:0
584,:,2015-01-05,ЦСКА,Динамо Мск,588,:,0:0,0:0,1:0
585,:,2015-01-05,Йокерит,СКА,589,:,1:1,0:2,0:0
586,:,2015-01-05,ХК Сочи,Витязь,590,:,2:0,2:2,1:0
587,:,2015-01-06,Адмирал,Амур,591,:,2:0,2:1,2:2
588,:,2015-01-07,Автомобилист,Лада,592,1:0,1:1,1:1,0:0
589,:,2015-01-07,Салават Юлаев,Барыс,593,:,0:0,1:1,0:2
590,:,2015-01-07,Ак Барс,Нефтехимик,594,:,1:2,1:0,1:0
591,:,2015-01-07,Торпедо НН,Северсталь,595,:,0:1,0:1,0:2
592,:,2015-01-07,ЦСКА,Витязь,596,1:0,0:0,1:0,1:2
593,:,2015-01-07,ХК Сочи,Локомотив,597,:,1:4,1:0,0:0
594,:,2015-01-07,Динамо Р,Йокерит,598,:,1:0,1:1,1:1
595,:,2015-01-08,Авангард,Динамо Мск,599,:,0:1,2:3,1:3
596,:,2015-01-08,Трактор,Сибирь,600,1:0,0:0,1:2,1:0
597,:,2015-01-08,Югра,Металлург Нк,601,:,2:0,0:1,1:0
598,:,2015-01-08,Атлант,Медвешчак,602,:,0:1,1:1,1:1
599,1:0,2015-01-08,Динамо Мн,Слован,603,0:0,1:0,1:1,0:1
600,:,2015-01-09,СКА,Торпедо НН,604,:,2:0,2:2,1:0
601,:,2015-01-09,Йокерит,Северсталь,605,:,1:2,0:0,2:0
602,:,2015-01-10,Авангард,Ак Барс,606,:,0:1,2:0,1:1
603,:,2015-01-10,Барыс,Автомобилист,607,:,2:0,2:1,0:0
604,:,2015-01-10,Салават Юлаев,Металлург Мг,608,:,0:0,1:0,2:2
605,:,2015-01-10,Трактор,Амур,609,:,2:2,3:2,1:0
606,:,2015-01-10,Югра,Адмирал,610,:,1:2,2:3,0:1
607,:,2015-01-10,Атлант,Динамо Мск,611,:,0:0,0:0,2:3
608,:,2015-01-10,Витязь,Медвешчак,612,0:1,1:1,1:0,0:1
609,:,2015-01-10,Лада,Металлург Нк,613,:,2:1,3:1,1:1
610,:,2015-01-10,Локомотив,Слован,614,:,0:0,0:1,0:1
611,:,2015-01-10,Нефтехимик,Сибирь,615,:,0:0,1:1,0:1
612,:,2015-01-10,ХК Сочи,Динамо Мн,616,:,1:1,0:0,1:2
613,:,2015-01-11,СКА,Северсталь,617,1:0,2:0,1:2,0:1
614,:,2015-01-11,Динамо Р,Торпедо НН,618,:,2:0,0:1,0:0
615,:,2015-01-11,ЦСКА,Йокерит,657,1:0,1:1,1:1,1:1
616,:,2015-01-12,Авангард,Автомобилист,620,:,0:0,0:0,2:1
617,:,2015-01-12,Барыс,Металлург Мг,621,:,0:3,0:0,2:0
618,:,2015-01-12,Салават Юлаев,Ак Барс,622,:,1:1,2:0,2:2
619,:,2015-01-12,Трактор,Адмирал,623,:,0:1,3:0,0:0
620,:,2015-01-12,Югра,Амур,624,:,0:1,2:0,2:1
621,:,2015-01-12,Витязь,Слован,625,1:0,0:0,0:1,1:0
622,:,2015-01-12,Лада,Сибирь,626,:,1:1,0:1,0:1
623,:,2015-01-12,Локомотив,Медвешчак,627,:,3:1,0:1,1:1
624,:,2015-01-12,Нефтехимик,Металлург Нк,628,:,0:0,2:0,4:0
625,:,2015-01-12,ХК Сочи,Атлант,629,:,4:0,1:4,1:0
626,:,2015-01-13,СКА,ЦСКА,630,:,2:0,1:1,0:0
627,1:0,2015-01-13,Динамо Мн,Динамо Мск,631,0:0,1:0,0:0,1:2
628,:,2015-01-13,Динамо Р,Северсталь,633,:,0:0,1:0,1:0
629,:,2015-01-13,Торпедо НН,Йокерит,678,:,0:1,0:2,3:1
630,:,2015-01-14,Авангард,Металлург Мг,634,:,0:2,1:1,0:0
631,:,2015-01-14,Салават Юлаев,Автомобилист,635,:,2:2,1:1,0:2
632,:,2015-01-14,Трактор,Металлург Нк,636,:,3:0,0:0,0:2
633,:,2015-01-14,Югра,Сибирь,637,:,1:1,0:0,1:3
634,:,2015-01-14,Лада,Адмирал,638,:,0:1,1:0,1:0
635,:,2015-01-14,Нефтехимик,Амур,639,:,1:1,1:0,0:0
636,0:1,2015-01-15,Динамо Р,СКА,578,0:0,0:0,1:1,1:1
637,:,2015-01-15,ЦСКА,Торпедо НН,640,:,1:0,0:0,0:0
638,:,2015-01-15,Атлант,Витязь,641,:,1:0,2:1,0:0
639,:,2015-01-15,Динамо Мн,Локомотив,642,:,1:0,1:0,1:0
640,:,2015-01-15,Слован,ХК Сочи,643,:,1:1,0:2,2:2
641,:,2015-01-15,Медвешчак,Динамо Мск,644,0:1,1:2,2:1,0:0
642,:,2015-01-16,Ак Барс,Автомобилист,645,:,1:0,0:2,0:1
643,:,2015-01-16,Лада,Амур,646,:,2:0,2:1,0:1
644,:,2015-01-17,Авангард,Барыс,648,:,0:1,1:0,3:0
645,:,2015-01-17,Сибирь,Салават Юлаев,649,:,1:3,0:0,0:1
646,:,2015-01-17,Атлант,Локомотив,650,:,0:1,0:2,1:1
647,:,2015-01-17,Динамо Мн,Витязь,651,:,0:2,1:0,1:3
648,:,2015-01-17,Слован,Динамо Мск,652,:,0:0,0:2,0:0
649,:,2015-01-17,Медвешчак,ХК Сочи,653,1:0,1:1,1:1,0:0
650,:,2015-01-18,Трактор,Автомобилист,456,:,2:0,0:1,2:0
651,:,2015-01-18,Югра,Нефтехимик,552,:,0:2,1:2,0:1
652,:,2015-01-18,Йокерит,ЦСКА,619,:,0:0,1:0,1:1
653,:,2015-01-18,Металлург Мг,Ак Барс,654,:,0:0,0:1,3:0
654,:,2015-01-18,Северсталь,СКА,655,:,0:1,1:1,1:2
655,0:1,2015-01-18,Торпедо НН,Динамо Р,656,0:0,0:1,3:2,0:0
656,:,2015-01-19,Амур,Адмирал,658,0:1,0:1,0:1,2:0
657,:,2015-01-19,Барыс,Салават Юлаев,659,:,0:0,1:0,2:2
658,:,2015-01-20,Металлург Нк,Сибирь,660,:,0:1,2:2,0:2
659,0:1,2015-01-20,Автомобилист,Металлург Мг,661,0:0,0:0,0:0,1:1
660,:,2015-01-20,Витязь,Югра,662,0:1,2:2,0:1,1:0
661,:,2015-01-20,Локомотив,Трактор,663,:,0:0,0:0,1:0
662,:,2015-01-20,Северсталь,Йокерит,664,:,0:0,2:1,0:0
663,0:1,2015-01-20,Торпедо НН,СКА,665,0:0,0:0,0:0,0:0
664,0:1,2015-01-20,ХК Сочи,Нефтехимик,666,0:0,0:0,1:1,1:1
665,:,2015-01-20,ЦСКА,Динамо Р,667,:,1:0,1:0,1:0
666,:,2015-01-20,Динамо Мск,Лада,668,:,0:0,0:1,1:1
667,:,2015-01-20,Слован,Динамо Мн,669,:,2:2,1:2,1:2
668,:,2015-01-20,Медвешчак,Атлант,670,:,0:0,2:2,0:1
669,0:1,2015-01-21,Адмирал,Амур,671,0:0,1:1,1:1,2:2
670,:,2015-01-21,Авангард,Салават Юлаев,672,0:1,1:2,2:2,1:0
671,:,2015-01-22,Йокерит,Торпедо НН,632,:,1:1,2:1,0:0
672,:,2015-01-22,Барыс,Сибирь,673,:,1:1,0:1,2:0
673,:,2015-01-22,Ак Барс,Металлург Мг,674,:,0:0,1:0,2:0
674,:,2015-01-22,Витязь,Трактор,675,:,3:1,0:1,1:0
675,:,2015-01-22,Локомотив,Югра,676,:,1:0,3:0,1:2
676,:,2015-01-22,Северсталь,Динамо Р,677,:,1:1,1:1,1:2
677,:,2015-01-22,ЦСКА,СКА,679,:,1:1,0:1,0:1
678,:,2015-01-22,Динамо Мск,Нефтехимик,680,:,0:0,1:0,1:0
679,:,2015-01-22,Слован,Атлант,681,:,1:2,1:0,2:3
680,:,2015-01-22,Медвешчак,Динамо Мн,682,:,1:0,3:0,0:2
681,0:1,2015-01-23,Адмирал,Металлург Нк,537,0:0,0:1,0:0,1:0
682,:,2015-01-24,Адмирал,Металлург Нк,548,:,0:1,1:1,2:0
683,:,2015-01-26,Нефтехимик,Трактор,565,:,1:1,2:1,1:0
684,:,2015-01-26,Салават Юлаев,СКА,738,:,1:0,1:0,1:1
685,:,2015-01-27,Металлург Нк,Амур,683,:,2:1,0:2,0:1
686,:,2015-01-27,Сибирь,Адмирал,684,:,0:0,0:0,2:1
687,:,2015-01-28,Авангард,ЦСКА,685,:,1:2,1:2,0:0
688,:,2015-01-28,Автомобилист,Трактор,686,:,0:0,1:0,0:3
689,:,2015-01-28,Барыс,Северсталь,687,1:0,1:1,0:1,1:0
690,:,2015-01-28,Металлург Мг,Динамо Мн,688,:,1:1,1:0,1:1
691,:,2015-01-28,Салават Юлаев,Торпедо НН,689,:,0:2,0:2,0:2
692,:,2015-01-28,Ак Барс,Югра,690,:,2:0,0:0,1:1
693,1:0,2015-01-28,Локомотив,Витязь,691,0:0,0:0,0:1,1:0
694,:,2015-01-28,Динамо Мск,ХК Сочи,692,:,1:0,1:0,1:0
695,0:1,2015-01-28,СКА,Слован,693,0:0,0:0,0:1,1:0
696,:,2015-01-28,Йокерит,Медвешчак,694,:,0:0,1:2,0:2
697,:,2015-01-28,Динамо Р,Атлант,695,:,0:1,1:0,2:0
698,1:0,2015-01-29,Металлург Нк,Адмирал,696,0:0,2:3,2:0,0:1
699,:,2015-01-29,Сибирь,Амур,697,:,0:0,3:1,1:0
700,1:0,2015-01-29,Нефтехимик,Лада,698,0:0,1:1,2:1,0:1
701,:,2015-01-30,Авангард,Торпедо НН,699,:,1:0,0:1,1:2
702,1:0,2015-01-30,Автомобилист,Динамо Мн,700,0:0,0:1,2:0,1:2
703,:,2015-01-30,Барыс,ЦСКА,701,:,0:2,0:3,1:0
704,:,2015-01-30,Металлург Мг,Югра,702,:,1:0,1:2,3:1
705,:,2015-01-30,Салават Юлаев,Северсталь,703,:,2:0,2:3,0:2
706,:,2015-01-30,Ак Барс,Трактор,704,:,0:1,1:0,1:0
707,:,2015-01-30,ХК Сочи,Витязь,705,:,1:1,1:1,3:0
708,:,2015-01-30,СКА,Атлант,706,:,1:1,0:1,0:1
709,:,2015-01-30,Йокерит,Слован,707,:,1:0,1:0,2:0
710,:,2015-01-30,Динамо Р,Медвешчак,708,:,0:0,0:1,1:1
711,:,2015-01-30,Динамо Мск,Локомотив,709,:,0:0,1:0,0:0
712,:,2015-02-01,Адмирал,Сибирь,710,:,0:0,2:1,0:0
713,:,2015-02-01,Амур,Металлург Нк,711,:,0:1,0:1,0:1
714,:,2015-02-01,Авангард,Северсталь,712,0:1,0:1,0:1,2:0
715,:,2015-02-01,Автомобилист,Югра,713,:,0:0,1:0,1:0
716,:,2015-02-01,Металлург Мг,Трактор,714,:,0:0,1:0,1:0
717,:,2015-02-01,Салават Юлаев,ЦСКА,715,:,0:0,1:2,0:0
718,:,2015-02-01,Ак Барс,Динамо Мн,716,:,1:0,1:1,0:0
719,:,2015-02-01,Лада,Нефтехимик,717,:,0:1,5:0,1:1
720,:,2015-02-01,СКА,Медвешчак,718,:,3:0,0:1,2:1
721,:,2015-02-01,Динамо Р,Слован,719,:,3:0,2:0,1:0
722,:,2015-02-01,Йокерит,Атлант,720,:,0:0,0:0,2:0
723,:,2015-02-01,ХК Сочи,Локомотив,723,:,0:1,2:0,2:0
724,:,2015-02-01,Динамо Мск,Витязь,724,:,1:1,1:1,1:0
725,:,2015-02-02,Амур,Металлург Нк,721,:,0:0,1:1,1:0
726,:,2015-02-02,Адмирал,Сибирь,722,:,0:0,1:2,1:2
727,0:1,2015-02-03,Автомобилист,Лада,725,0:0,1:1,0:0,0:0
728,:,2015-02-03,Трактор,Нефтехимик,726,:,0:1,2:1,0:1
729,:,2015-02-03,Атлант,Слован,727,:,2:0,2:3,0:0
730,:,2015-02-03,Динамо Мн,Медвешчак,728,:,1:0,1:0,1:2
731,:,2015-02-03,Авангард,СКА,729,:,1:2,1:1,0:0
732,:,2015-02-03,Ак Барс,Динамо Мск,731,:,1:1,0:2,0:1
733,:,2015-02-03,ЦСКА,Локомотив,733,:,1:1,2:0,0:1
734,:,2015-02-04,Салават Юлаев,Йокерит,730,:,0:1,0:0,0:1
735,:,2015-02-04,ХК Сочи,Барыс,732,:,1:1,0:3,1:0
736,1:0,2015-02-05,Югра,Лада,734,0:0,1:0,0:1,0:0
737,:,2015-02-05,Нефтехимик,Адмирал,735,:,0:0,1:0,2:2
738,:,2015-02-05,Динамо Р,Автомобилист,736,:,1:2,0:0,0:1
739,:,2015-02-06,Авангард,Йокерит,737,:,1:1,2:0,1:2
740,:,2015-02-06,Северсталь,Металлург Нк,739,:,1:0,1:0,1:0
741,:,2015-02-06,Торпедо НН,Барыс,740,:,0:0,0:1,2:0
742,:,2015-02-06,ХК Сочи,Сибирь,741,:,0:0,4:1,3:2
743,0:1,2015-02-07,Атлант,Автомобилист,742,0:0,1:1,0:1,1:0
744,:,2015-02-07,Витязь,Адмирал,743,:,0:0,1:0,1:1
745,:,2015-02-07,Динамо Мн,Югра,744,:,0:0,1:1,2:0
746,:,2015-02-07,Динамо Р,Трактор,745,:,1:0,1:3,0:1
747,:,2015-02-08,Северсталь,Сибирь,747,:,0:1,0:2,0:0
748,:,2015-02-08,Торпедо НН,Металлург Нк,749,:,2:1,1:1,0:0
749,:,2015-02-09,Йокерит,Динамо Мск,376,:,0:0,0:1,1:1
750,:,2015-02-09,Металлург Мг,ЦСКА,746,:,0:0,1:2,0:1
751,:,2015-02-09,СКА,Ак Барс,748,:,0:2,1:1,0:2
752,:,2015-02-09,Витязь,Амур,750,:,1:1,0:1,2:0
753,:,2015-02-09,Лада,Автомобилист,751,:,1:0,0:1,0:2
754,:,2015-02-09,Локомотив,Адмирал,752,:,0:0,0:2,0:1
755,:,2015-02-09,Атлант,Югра,753,:,3:0,1:1,2:0
756,:,2015-02-09,Динамо Мн,Трактор,754,:,1:0,0:1,1:3
757,1:0,2015-02-11,Металлург Нк,Барыс,756,0:0,1:1,0:0,1:1
758,0:1,2015-02-11,Сибирь,Авангард,757,0:0,0:0,0:1,1:0
759,:,2015-02-11,Металлург Мг,Нефтехимик,758,:,1:1,1:1,2:1
760,:,2015-02-11,Югра,Трактор,759,0:1,0:0,1:1,0:0
761,:,2015-02-11,Витязь,Динамо Мск,760,:,1:2,1:3,1:1
762,:,2015-02-11,Локомотив,Амур,761,1:0,0:0,1:0,0:1
763,1:0,2015-02-11,Северсталь,Медвешчак,762,0:0,1:1,2:1,0:1
764,1:0,2015-02-11,Торпедо НН,ХК Сочи,763,0:0,0:0,0:1,1:0
765,:,2015-02-11,ЦСКА,Слован,764,:,6:0,2:0,4:0
766,:,2015-02-11,СКА,Динамо Р,765,:,0:1,0:0,3:0
767,:,2015-02-12,Адмирал,Салават Юлаев,766,:,0:1,0:1,1:1
768,:,2015-02-12,Динамо Мн,Атлант,767,:,0:1,1:1,1:1
769,:,2015-02-13,Адмирал,Салават Юлаев,768,:,1:1,1:1,4:0
770,:,2015-02-13,Металлург Нк,Авангард,769,:,1:2,1:0,0:1
771,:,2015-02-13,Сибирь,Барыс,770,:,2:0,0:0,2:0
772,:,2015-02-13,Автомобилист,Нефтехимик,771,:,1:1,0:1,1:1
773,:,2015-02-13,Металлург Мг,Трактор,772,1:0,1:1,0:0,0:0
774,:,2015-02-13,Ак Барс,Лада,773,:,0:0,1:1,0:1
775,:,2015-02-13,Витязь,ХК Сочи,774,:,0:3,0:2,1:0
776,:,2015-02-13,Локомотив,Динамо Мск,775,:,2:0,1:1,1:2
777,:,2015-02-13,Торпедо НН,Слован,776,:,0:0,3:0,0:1
778,:,2015-02-13,ЦСКА,Медвешчак,777,:,0:2,4:0,1:0
779,:,2015-02-14,Атлант,Динамо Мн,779,:,1:1,1:2,2:0
780,:,2015-02-15,Адмирал,Авангард,780,:,1:0,1:1,1:0
781,:,2015-02-15,Амур,Барыс,781,:,1:0,1:3,1:2
782,:,2015-02-15,Металлург Нк,Салават Юлаев,782,:,3:0,1:1,1:1
783,:,2015-02-15,Металлург Мг,Лада,783,0:1,0:1,1:0,2:2
784,:,2015-02-15,Трактор,Югра,784,:,0:1,2:0,2:1
785,:,2015-02-15,Ак Барс,Нефтехимик,785,:,0:2,0:0,1:0
786,:,2015-02-15,Локомотив,ХК Сочи,786,0:1,0:1,1:0,0:0
787,:,2015-02-15,Северсталь,Слован,787,:,0:0,2:0,2:2
788,1:0,2015-02-15,СКА,Йокерит,788,0:0,1:0,0:1,0:0
789,:,2015-02-15,Торпедо НН,Медвешчак,789,:,1:0,1:1,1:0
790,:,2015-02-15,ЦСКА,Динамо Мск,790,:,0:0,0:1,0:1
791,:,2015-02-16,Амур,Барыс,791,:,0:1,0:2,2:0
792,:,2015-02-16,Адмирал,Авангард,792,0:1,1:0,1:1,0:1
793,:,2015-02-17,Сибирь,Салават Юлаев,793,:,0:1,2:1,2:0
794,:,2015-02-17,Витязь,Медвешчак,794,:,1:0,0:1,2:0
795,1:0,2015-02-18,Трактор,Ак Барс,795,0:0,0:0,0:0,1:1
796,:,2015-02-18,Лада,Автомобилист,796,:,0:2,1:1,0:0
797,0:1,2015-02-18,Локомотив,ЦСКА,797,0:0,1:1,0:1,1:0
798,:,2015-02-18,Нефтехимик,Металлург Мг,798,:,1:1,2:0,1:1
799,:,2015-02-18,ХК Сочи,Торпедо НН,799,:,1:0,2:0,0:4
800,:,2015-02-18,Атлант,Йокерит,800,:,0:1,0:1,2:2
801,:,2015-02-18,Динамо Мск,Северсталь,801,:,0:1,1:1,0:1
802,:,2015-02-18,Динамо Мн,СКА,802,:,0:2,1:1,0:4
803,:,2015-02-18,Слован,Динамо Р,803,:,1:3,1:0,1:1
804,:,2015-02-20,Авангард,Сибирь,804,:,2:0,0:0,1:0
805,:,2015-02-20,Барыс,Металлург Нк,805,:,2:0,0:0,0:0
806,0:1,2015-02-20,Югра,Ак Барс,806,0:0,1:0,0:0,0:1
807,:,2015-02-20,Лада,Металлург Мг,807,:,0:2,1:1,2:1
808,:,2015-02-20,Локомотив,Торпедо НН,808,:,2:0,0:1,0:0
809,:,2015-02-20,Нефтехимик,Автомобилист,809,:,3:3,1:2,0:0
810,0:1,2015-02-20,ХК Сочи,Северсталь,810,0:0,1:3,0:1,3:0
811,:,2015-02-20,Атлант,СКА,811,:,0:0,0:0,1:0
812,:,2015-02-20,Динамо Мск,ЦСКА,812,1:0,0:1,0:0,1:0
813,:,2015-02-20,Динамо Мн,Йокерит,813,:,0:1,3:0,0:0
814,:,2015-02-20,Медвешчак,Динамо Р,814,:,0:3,1:0,0:0
815,:,2015-02-21,Амур,Адмирал,815,:,0:1,1:0,0:1
816,:,2015-02-22,Барыс,Сибирь,816,:,0:0,0:0,1:0
817,:,2015-02-22,Салават Юлаев,Металлург Нк,817,:,0:0,3:1,1:0
818,:,2015-02-22,Трактор,Металлург Мг,818,:,0:1,1:2,1:1
819,:,2015-02-22,Югра,Автомобилист,819,:,1:0,0:0,0:0
820,:,2015-02-22,Витязь,Северсталь,820,:,1:3,0:0,0:1
821,:,2015-02-22,Динамо Мск,Торпедо НН,821,:,2:0,0:2,0:1
822,:,2015-02-22,Лада,Ак Барс,822,:,0:2,0:1,1:1
823,:,2015-02-22,Динамо Мн,Динамо Р,823,:,0:0,0:0,1:0
824,0:1,2015-02-22,ХК Сочи,ЦСКА,824,0:0,0:0,1:1,1:1
825,:,2015-02-22,Слован,СКА,825,:,1:0,1:0,3:2
826,0:1,2015-02-22,Медвешчак,Йокерит,826,0:0,1:1,3:1,0:2
827,:,2015-02-24,Адмирал,Амур,827,:,1:0,1:0,4:0
828,:,2015-02-24,Авангард,Металлург Нк,828,0:1,0:0,2:0,0:2
829,:,2015-02-24,Барыс,Торпедо НН,829,:,2:0,0:1,2:1
830,:,2015-02-24,Салават Юлаев,Сибирь,830,:,0:0,2:2,1:0
831,1:0,2015-02-24,Трактор,Автомобилист,831,0:0,1:1,1:1,0:0
832,:,2015-02-24,Югра,Металлург Мг,832,1:0,1:1,1:0,1:2
833,:,2015-02-24,Витязь,ЦСКА,833,0:1,0:0,0:1,1:0
834,:,2015-02-24,Локомотив,Северсталь,834,1:0,0:1,0:0,1:0
835,:,2015-02-24,Нефтехимик,Ак Барс,835,:,0:4,0:1,0:1
836,:,2015-02-24,ХК Сочи,Лада,836,:,1:0,1:0,1:1
837,:,2015-02-24,Атлант,Динамо Р,837,:,1:2,3:0,3:0
838,:,2015-02-24,Динамо Мск,Динамо Мн,838,:,0:0,1:1,2:0
839,:,2015-02-24,Слован,Йокерит,839,0:1,0:1,0:1,2:0
